estimating the workload which takes just one milli-second...
end estimation
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	6	6
0	7	7
0	8	8
0	10	9
0	11	10
0	12	11
0	13	12
0	14	13
0	15	14
0	16	15
0	17	16
0	18	17
0	19	18
0	20	19
0	21	20
0	23	21
0	24	22
0	25	23
0	26	24
0	27	25
0	28	26
0	29	27
0	30	28
0	31	29
0	33	30
0	34	31
0	35	32
0	36	33
0	37	34
0	38	35
0	39	36
0	40	37
0	41	38
0	43	39
0	44	40
0	45	41
0	46	42
0	48	43
0	49	44
0	50	45
0	51	46
0	52	47
0	53	48
0	54	49
0	55	50
0	56	51
0	57	52
0	58	53
0	59	54
0	60	55
0	62	56
0	63	57
0	64	58
0	65	59
0	66	60
0	67	61
0	68	62
0	69	63
0	69	64
0	70	65
0	71	66
0	72	67
0	73	68
0	74	69
0	75	70
0	76	71
0	77	72
0	78	73
0	79	74
0	80	75
0	81	76
0	82	77
0	82	78
0	83	79
0	84	80
0	85	81
0	86	82
0	87	83
0	88	84
0	89	85
0	90	86
0	91	87
0	92	88
0	92	89
0	93	90
0	94	91
0	95	92
0	96	93
0	97	94
0	98	95
0	99	96
0	100	97
0	101	98
0	102	99
0	102	100
